crime_type_code,date,frequency,total_crime_count
1.2.3,2019-10-01,7567,1061632
1.2.3,2019-11-01,6764,1061632
1.2.3,2019-12-01,5812,1061632
1.2.3,2020-01-01,6444,1061632
1.2.3,2020-02-01,5829,1061632
1.2.3,2020-03-01,5130,1061632
1.2.3,2020-04-01,4642,1061632
1.2.3,2020-05-01,5404,1061632
1.2.3,2020-06-01,6657,1061632
1.2.3,2020-07-01,7276,1061632
1.2.3,2020-08-01,7940,1061632
1.2.3,2020-09-01,8251,1061632
1.2.3,2020-10-01,7238,1061632
1.2.3,2020-11-01,6590,1061632
1.2.3,2020-12-01,4912,1061632
1.2.3,2021-01-01,4345,1061632
1.2.3,2021-02-01,3451,1061632
1.2.3,2021-03-01,5126,1061632
1.2.3,2021-04-01,4902,1061632
1.2.3,2021-05-01,5763,1061632
1.2.3,2021-06-01,6821,1061632
1.2.3,2021-07-01,7015,1061632
1.2.3,2021-08-01,6815,1061632
1.2.3,2021-09-01,7880,1061632
1.2.3,2021-10-01,7195,1061632
1.2.3,2021-11-01,7032,1061632
1.2.3,2021-12-01,5166,1061632
1.2.3,2022-01-01,5393,1061632
1.2.3,2022-02-01,5410,1061632
1.2.3,2022-03-01,7074,1061632
1.2.3,2022-04-01,7081,1061632
1.2.3,2022-05-01,7984,1061632
1.2.3,2022-06-01,8207,1061632
1.2.3,2022-07-01,8722,1061632
1.2.4,2012-01-01,2552,234401
1.2.4,2012-02-01,2912,234401
1.2.4,2012-03-01,2980,234401
1.2.4,2012-04-01,2845,234401
1.2.4,2012-05-01,3402,234401
1.2.4,2012-06-01,3286,234401
1.2.4,2012-07-01,3332,234401
1.2.4,2012-08-01,3137,234401
1.2.4,2012-09-01,2943,234401
1.2.4,2012-10-01,3622,234401
1.2.4,2012-11-01,3261,234401
1.2.4,2012-12-01,3147,234401
1.2.4,2013-01-01,2890,234401
1.2.4,2013-02-01,3688,234401
1.2.4,2013-03-01,3286,234401
1.2.4,2013-04-01,3689,234401
1.2.4,2013-05-01,3852,234401
1.2.4,2013-06-01,3992,234401
1.2.4,2013-07-01,3752,234401
1.2.4,2013-08-01,3574,234401
1.2.4,2013-09-01,3110,234401
1.2.4,2013-10-01,3680,234401
1.2.4,2013-11-01,3582,234401
1.2.4,2013-12-01,2890,234401
1.2.4,2014-01-01,2690,234401
1.2.4,2014-02-01,2531,234401
1.2.4,2014-03-01,3403,234401
1.2.4,2014-04-01,3151,234401
1.2.4,2014-05-01,2707,234401
1.2.4,2014-06-01,2988,234401
1.2.4,2014-07-01,2897,234401
1.2.4,2014-08-01,2628,234401
1.2.4,2014-09-01,2322,234401
1.2.4,2014-10-01,2875,234401
1.2.4,2014-11-01,2557,234401
1.2.4,2014-12-01,2578,234401
1.2.4,2015-01-01,2330,234401
1.2.4,2015-02-01,2813,234401
1.2.4,2015-03-01,2400,234401
1.2.4,2015-04-01,2579,234401
1.2.4,2015-05-01,2582,234401
1.2.4,2015-06-01,2360,234401
1.2.4,2015-07-01,2429,234401
1.2.4,2015-08-01,2367,234401
1.2.4,2015-09-01,2296,234401
1.2.4,2015-10-01,2492,234401
1.2.4,2015-11-01,2404,234401
1.2.4,2015-12-01,2255,234401
1.2.4,2016-01-01,1975,234401
1.2.4,2016-02-01,2262,234401
1.2.4,2016-03-01,2153,234401
1.2.4,2016-04-01,2286,234401
1.2.4,2016-05-01,2111,234401
1.2.4,2016-06-01,1929,234401
1.2.4,2016-07-01,1980,234401
1.2.4,2016-08-01,2004,234401
1.2.4,2016-09-01,1917,234401
1.2.4,2016-10-01,2310,234401
1.2.4,2016-11-01,2353,234401
1.2.4,2016-12-01,2142,234401
1.2.4,2017-01-01,2128,234401
1.2.4,2017-02-01,2089,234401
1.2.4,2017-03-01,2458,234401
1.2.4,2017-04-01,1866,234401
1.2.4,2017-05-01,1799,234401
1.2.4,2017-06-01,1628,234401
1.2.4,2017-07-01,1727,234401
1.2.4,2017-08-01,1541,234401
1.2.4,2017-09-01,1351,234401
1.2.4,2017-10-01,1501,234401
1.2.4,2017-11-01,1426,234401
1.2.4,2017-12-01,1387,234401
1.2.4,2018-01-01,1352,234401
1.2.4,2018-02-01,1316,234401
1.2.4,2018-03-01,1110,234401
1.2.4,2018-04-01,1279,234401
1.2.4,2018-05-01,1310,234401
1.2.4,2018-06-01,1202,234401
1.2.4,2018-07-01,1285,234401
1.2.4,2018-08-01,1416,234401
1.2.4,2018-09-01,1132,234401
1.2.4,2018-10-01,1237,234401
1.2.4,2018-11-01,1177,234401
1.2.4,2018-12-01,1210,234401
1.2.4,2019-01-01,998,234401
1.2.4,2019-02-01,845,234401
1.2.4,2019-03-01,1203,234401
1.2.4,2019-04-01,1128,234401
1.2.4,2019-05-01,1062,234401
1.2.4,2019-06-01,1021,234401
1.2.4,2019-07-01,1206,234401
1.2.4,2019-08-01,1060,234401
1.2.4,2019-09-01,812,234401
1.2.4,2019-10-01,1157,234401
1.2.4,2019-11-01,1149,234401
1.2.4,2019-12-01,1212,234401
1.2.4,2020-01-01,1049,234401
1.2.4,2020-02-01,1139,234401
1.2.4,2020-03-01,710,234401
1.2.4,2020-04-01,230,234401
1.2.4,2020-05-01,284,234401
1.2.4,2020-06-01,464,234401
1.2.4,2020-07-01,588,234401
1.2.4,2020-08-01,595,234401
1.2.4,2020-09-01,550,234401
1.2.4,2020-10-01,484,234401
1.2.4,2020-11-01,407,234401
1.2.4,2020-12-01,415,234401
1.2.4,2021-01-01,282,234401
1.2.4,2021-02-01,284,234401
1.2.4,2021-03-01,312,234401
1.2.4,2021-04-01,346,234401
1.2.4,2021-05-01,398,234401
1.2.4,2021-06-01,554,234401
1.2.4,2021-07-01,571,234401
1.2.4,2021-08-01,517,234401
1.2.4,2021-09-01,523,234401
1.2.4,2021-10-01,749,234401
1.2.4,2021-11-01,649,234401
1.2.4,2021-12-01,398,234401
1.2.4,2022-01-01,413,234401
1.2.4,2022-02-01,593,234401
1.2.4,2022-03-01,937,234401
1.2.4,2022-04-01,795,234401
1.2.4,2022-05-01,956,234401
1.2.4,2022-06-01,969,234401
1.2.4,2022-07-01,1000,234401
1.2.5,2012-01-01,1518,181120
1.2.5,2012-02-01,1247,181120
1.2.5,2012-03-01,1517,181120
1.2.5,2012-04-01,1514,181120
1.2.5,2012-05-01,1712,181120
1.2.5,2012-06-01,1577,181120
1.2.5,2012-07-01,1617,181120
1.2.5,2012-08-01,1735,181120
1.2.5,2012-09-01,1633,181120
1.2.5,2012-10-01,1827,181120
1.2.5,2012-11-01,1575,181120
1.2.5,2012-12-01,1205,181120
1.2.5,2013-01-01,1244,181120
1.2.5,2013-02-01,1265,181120
1.2.5,2013-03-01,1461,181120
1.2.5,2013-04-01,1540,181120
1.2.5,2013-05-01,1723,181120
1.2.5,2013-06-01,1785,181120
1.2.5,2013-07-01,1744,181120
1.2.5,2013-08-01,1763,181120
1.2.5,2013-09-01,1772,181120
1.2.5,2013-10-01,1730,181120
1.2.5,2013-11-01,1670,181120
1.2.5,2013-12-01,1421,181120
1.2.5,2014-01-01,1461,181120
1.2.5,2014-02-01,1449,181120
1.2.5,2014-03-01,1693,181120
1.2.5,2014-04-01,1645,181120
1.2.5,2014-05-01,1632,181120
1.2.5,2014-06-01,1732,181120
1.2.5,2014-07-01,1658,181120
1.2.5,2014-08-01,1598,181120
1.2.5,2014-09-01,1569,181120
1.2.5,2014-10-01,1734,181120
1.2.5,2014-11-01,1639,181120
1.2.5,2014-12-01,1474,181120
1.2.5,2015-01-01,1528,181120
1.2.5,2015-02-01,1298,181120
1.2.5,2015-03-01,1691,181120
1.2.5,2015-04-01,1474,181120
1.2.5,2015-05-01,1500,181120
1.2.5,2015-06-01,1542,181120
1.2.5,2015-07-01,1428,181120
1.2.5,2015-08-01,1257,181120
1.2.5,2015-09-01,1411,181120
1.2.5,2015-10-01,1505,181120
1.2.5,2015-11-01,1529,181120
1.2.5,2015-12-01,1171,181120
1.2.5,2016-01-01,1095,181120
1.2.5,2016-02-01,1198,181120
1.2.5,2016-03-01,1211,181120
1.2.5,2016-04-01,1207,181120
1.2.5,2016-05-01,1280,181120
1.2.5,2016-06-01,1285,181120
1.2.5,2016-07-01,1236,181120
1.2.5,2016-08-01,1292,181120
1.2.5,2016-09-01,1427,181120
1.2.5,2016-10-01,1357,181120
1.2.5,2016-11-01,1338,181120
1.2.5,2016-12-01,1134,181120
1.2.5,2017-01-01,1077,181120
1.2.5,2017-02-01,1082,181120
1.2.5,2017-03-01,1341,181120
1.2.5,2017-04-01,1112,181120
1.2.5,2017-05-01,1225,181120
1.2.5,2017-06-01,1150,181120
1.2.5,2017-07-01,1336,181120
1.2.5,2017-08-01,1294,181120
1.2.5,2017-09-01,1201,181120
1.2.5,2017-10-01,1306,181120
1.2.5,2017-11-01,1140,181120
1.2.5,2017-12-01,957,181120
1.2.5,2018-01-01,1080,181120
1.2.5,2018-02-01,985,181120
1.2.5,2018-03-01,1103,181120
1.2.5,2018-04-01,1101,181120
1.2.5,2018-05-01,1087,181120
1.2.5,2018-06-01,1060,181120
1.2.5,2018-07-01,1139,181120
1.2.5,2018-08-01,1098,181120
1.2.5,2018-09-01,1042,181120
1.2.5,2018-10-01,1335,181120
1.2.5,2018-11-01,1455,181120
1.2.5,2018-12-01,1202,181120
1.2.5,2019-01-01,1312,181120
1.2.5,2019-02-01,1285,181120
1.2.5,2019-03-01,1459,181120
1.2.5,2019-04-01,1411,181120
1.2.5,2019-05-01,1322,181120
1.2.5,2019-06-01,1339,181120
1.2.5,2019-07-01,1397,181120
1.2.5,2019-08-01,1306,181120
1.2.5,2019-09-01,1487,181120
1.2.5,2019-10-01,1718,181120
1.2.5,2019-11-01,1592,181120
1.2.5,2019-12-01,1352,181120
1.2.5,2020-01-01,1401,181120
1.2.5,2020-02-01,1373,181120
1.2.5,2020-03-01,1458,181120
1.2.5,2020-04-01,1376,181120
1.2.5,2020-05-01,1371,181120
1.2.5,2020-06-01,1442,181120
1.2.5,2020-07-01,1448,181120
1.2.5,2020-08-01,1435,181120
1.2.5,2020-09-01,1497,181120
1.2.5,2020-10-01,1764,181120
1.2.5,2020-11-01,1559,181120
1.2.5,2020-12-01,1426,181120
1.2.5,2021-01-01,1320,181120
1.2.5,2021-02-01,970,181120
1.2.5,2021-03-01,1322,181120
1.2.5,2021-04-01,1139,181120
1.2.5,2021-05-01,1459,181120
1.2.5,2021-06-01,1382,181120
1.2.5,2021-07-01,1432,181120
1.2.5,2021-08-01,1372,181120
1.2.5,2021-09-01,1579,181120
1.2.5,2021-10-01,1725,181120
1.2.5,2021-11-01,1608,181120
1.2.5,2021-12-01,1380,181120
1.2.5,2022-01-01,1399,181120
1.2.5,2022-02-01,1475,181120
1.2.5,2022-03-01,1797,181120
1.2.5,2022-04-01,1860,181120
1.2.5,2022-05-01,1969,181120
1.2.5,2022-06-01,1844,181120
1.2.5,2022-07-01,2177,181120
1.3.1,2012-01-01,7931,858963
1.3.1,2012-02-01,7168,858963
1.3.1,2012-03-01,7236,858963
1.3.1,2012-04-01,6989,858963
1.3.1,2012-05-01,7463,858963
1.3.1,2012-06-01,7811,858963
1.3.1,2012-07-01,6926,858963
1.3.1,2012-08-01,6682,858963
1.3.1,2012-09-01,6999,858963
1.3.1,2012-10-01,7889,858963
1.3.1,2012-11-01,7558,858963
1.3.1,2012-12-01,7355,858963
1.3.1,2013-01-01,8073,858963
1.3.1,2013-02-01,7018,858963
1.3.1,2013-03-01,7239,858963
1.3.1,2013-04-01,7436,858963
1.3.1,2013-05-01,7205,858963
1.3.1,2013-06-01,7295,858963
1.3.1,2013-07-01,7121,858963
1.3.1,2013-08-01,6171,858963
1.3.1,2013-09-01,7034,858963
1.3.1,2013-10-01,8019,858963
1.3.1,2013-11-01,7484,858963
1.3.1,2013-12-01,7232,858963
1.3.1,2014-01-01,7518,858963
1.3.1,2014-02-01,6718,858963
1.3.1,2014-03-01,7055,858963
1.3.1,2014-04-01,6826,858963
1.3.1,2014-05-01,7049,858963
1.3.1,2014-06-01,6806,858963
1.3.1,2014-07-01,6709,858963
1.3.1,2014-08-01,5920,858963
1.3.1,2014-09-01,6552,858963
1.3.1,2014-10-01,7130,858963
1.3.1,2014-11-01,6770,858963
1.3.1,2014-12-01,7310,858963
1.3.1,2015-01-01,7129,858963
1.3.1,2015-02-01,6323,858963
1.3.1,2015-03-01,7019,858963
1.3.1,2015-04-01,7195,858963
1.3.1,2015-05-01,6569,858963
1.3.1,2015-06-01,6546,858963
1.3.1,2015-07-01,6553,858963
1.3.1,2015-08-01,5702,858963
1.3.1,2015-09-01,6608,858963
1.3.1,2015-10-01,6931,858963
1.3.1,2015-11-01,6904,858963
1.3.1,2015-12-01,7317,858963
1.3.1,2016-01-01,6642,858963
1.3.1,2016-02-01,6624,858963
1.3.1,2016-03-01,6774,858963
1.3.1,2016-04-01,6863,858963
1.3.1,2016-05-01,6699,858963
1.3.1,2016-06-01,7123,858963
1.3.1,2016-07-01,6776,858963
1.3.1,2016-08-01,6131,858963
1.3.1,2016-09-01,6648,858963
1.3.1,2016-10-01,6877,858963
1.3.1,2016-11-01,7078,858963
1.3.1,2016-12-01,6812,858963
1.3.1,2017-01-01,6540,858963
1.3.1,2017-02-01,6222,858963
1.3.1,2017-03-01,7218,858963
1.3.1,2017-04-01,5992,858963
1.3.1,2017-05-01,6693,858963
1.3.1,2017-06-01,6896,858963
1.3.1,2017-07-01,6525,858963
1.3.1,2017-08-01,5849,858963
1.3.1,2017-09-01,6209,858963
1.3.1,2017-10-01,7118,858963
1.3.1,2017-11-01,6977,858963
1.3.1,2017-12-01,6548,858963
1.3.1,2018-01-01,6785,858963
1.3.1,2018-02-01,6016,858963
1.3.1,2018-03-01,6727,858963
1.3.1,2018-04-01,6489,858963
1.3.1,2018-05-01,6785,858963
1.3.1,2018-06-01,7177,858963
1.3.1,2018-07-01,6955,858963
1.3.1,2018-08-01,6214,858963
1.3.1,2018-09-01,6498,858963
1.3.1,2018-10-01,7414,858963
1.3.1,2018-11-01,7335,858963
1.3.1,2018-12-01,6768,858963
1.3.1,2019-01-01,7125,858963
1.3.1,2019-02-01,6750,858963
1.3.1,2019-03-01,7071,858963
1.3.1,2019-04-01,6826,858963
1.3.1,2019-05-01,7126,858963
1.3.1,2019-06-01,6628,858963
1.3.1,2019-07-01,7249,858963
1.3.1,2019-08-01,6129,858963
1.3.1,2019-09-01,6434,858963
1.3.1,2019-10-01,7438,858963
1.3.1,2019-11-01,7301,858963
1.3.1,2019-12-01,6995,858963
1.3.1,2020-01-01,6925,858963
1.3.1,2020-02-01,6631,858963
1.3.1,2020-03-01,6075,858963
1.3.1,2020-04-01,4836,858963
1.3.1,2020-05-01,5740,858963
1.3.1,2020-06-01,6302,858963
1.3.1,2020-07-01,6981,858963
1.3.1,2020-08-01,5905,858963
1.3.1,2020-09-01,6631,858963
1.3.1,2020-10-01,6586,858963
1.3.1,2020-11-01,6294,858963
1.3.1,2020-12-01,6205,858963
1.3.1,2021-01-01,5755,858963
1.3.1,2021-02-01,5848,858963
1.3.1,2021-03-01,5931,858963
1.3.1,2021-04-01,5818,858963
1.3.1,2021-05-01,6096,858963
1.3.1,2021-06-01,6856,858963
1.3.1,2021-07-01,6787,858963
1.3.1,2021-08-01,5644,858963
1.3.1,2021-09-01,6271,858963
1.3.1,2021-10-01,6801,858963
1.3.1,2021-11-01,6898,858963
1.3.1,2021-12-01,6587,858963
1.3.1,2022-01-01,5673,858963
1.3.1,2022-02-01,6379,858963
1.3.1,2022-03-01,6732,858963
1.3.1,2022-04-01,6981,858963
1.3.1,2022-05-01,6569,858963
1.3.1,2022-06-01,6741,858963
1.3.1,2022-07-01,6923,858963
1.4.1,2012-01-01,0,0
1.4.1,2012-02-01,0,0
1.4.1,2012-03-01,0,0
1.4.1,2012-04-01,0,0
1.4.1,2012-05-01,0,0
1.4.1,2012-06-01,0,0
1.4.1,2012-07-01,0,0
1.4.1,2012-08-01,0,0
1.4.1,2012-09-01,0,0
1.4.1,2012-10-01,0,0
1.4.1,2012-11-01,0,0
1.4.1,2012-12-01,0,0
1.4.1,2013-01-01,0,0
1.4.1,2013-02-01,0,0
1.4.1,2013-03-01,0,0
1.4.1,2013-04-01,0,0
1.4.1,2013-05-01,0,0
1.4.1,2013-06-01,0,0
1.4.1,2013-07-01,0,0
1.4.1,2013-08-01,0,0
1.4.1,2013-09-01,0,0
1.4.1,2013-10-01,0,0
1.4.1,2013-11-01,0,0
1.4.1,2013-12-01,0,0
1.4.1,2014-01-01,0,0
1.4.1,2014-02-01,0,0
1.4.1,2014-03-01,0,0
1.4.1,2014-04-01,0,0
1.4.1,2014-05-01,0,0
1.4.1,2014-06-01,0,0
1.4.1,2014-07-01,0,0
1.4.1,2014-08-01,0,0
1.4.1,2014-09-01,0,0
1.4.1,2014-10-01,0,0
1.4.1,2014-11-01,0,0
1.4.1,2014-12-01,0,0
1.4.1,2015-01-01,0,0
1.4.1,2015-02-01,0,0
1.4.1,2015-03-01,0,0
1.4.1,2015-04-01,0,0
1.4.1,2015-05-01,0,0
1.4.1,2015-06-01,0,0
1.4.1,2015-07-01,0,0
1.4.1,2015-08-01,0,0
1.4.1,2015-09-01,0,0
1.4.1,2015-10-01,0,0
1.4.1,2015-11-01,0,0
1.4.1,2015-12-01,0,0
1.4.1,2016-01-01,0,0
1.4.1,2016-02-01,0,0
1.4.1,2016-03-01,0,0
1.4.1,2016-04-01,0,0
1.4.1,2016-05-01,0,0
1.4.1,2016-06-01,0,0
1.4.1,2016-07-01,0,0
1.4.1,2016-08-01,0,0
1.4.1,2016-09-01,0,0
1.4.1,2016-10-01,0,0
1.4.1,2016-11-01,0,0
1.4.1,2016-12-01,0,0
1.4.1,2017-01-01,0,0
1.4.1,2017-02-01,0,0
1.4.1,2017-03-01,0,0
1.4.1,2017-04-01,0,0
1.4.1,2017-05-01,0,0
1.4.1,2017-06-01,0,0
1.4.1,2017-07-01,0,0
1.4.1,2017-08-01,0,0
1.4.1,2017-09-01,0,0
1.4.1,2017-10-01,0,0
1.4.1,2017-11-01,0,0
1.4.1,2017-12-01,0,0
1.4.1,2018-01-01,0,0
1.4.1,2018-02-01,0,0
1.4.1,2018-03-01,0,0
1.4.1,2018-04-01,0,0
1.4.1,2018-05-01,0,0
1.4.1,2018-06-01,0,0
1.4.1,2018-07-01,0,0
1.4.1,2018-08-01,0,0
1.4.1,2018-09-01,0,0
1.4.1,2018-10-01,0,0
1.4.1,2018-11-01,0,0
1.4.1,2018-12-01,0,0
1.4.1,2019-01-01,0,0
1.4.1,2019-02-01,0,0
1.4.1,2019-03-01,0,0
1.4.1,2019-04-01,0,0
1.4.1,2019-05-01,0,0
1.4.1,2019-06-01,0,0
1.4.1,2019-07-01,0,0
1.4.1,2019-08-01,0,0
1.4.1,2019-09-01,0,0
1.4.1,2019-10-01,0,0
1.4.1,2019-11-01,0,0
1.4.1,2019-12-01,0,0
1.4.1,2020-01-01,0,0
1.4.1,2020-02-01,0,0
1.4.1,2020-03-01,0,0
1.4.1,2020-04-01,0,0
1.4.1,2020-05-01,0,0
1.4.1,2020-06-01,0,0
1.4.1,2020-07-01,0,0
1.4.1,2020-08-01,0,0
1.4.1,2020-09-01,0,0
1.4.1,2020-10-01,0,0
1.4.1,2020-11-01,0,0
1.4.1,2020-12-01,0,0
1.4.1,2021-01-01,0,0
1.4.1,2021-02-01,0,0
1.4.1,2021-03-01,0,0
1.4.1,2021-04-01,0,0
1.4.1,2021-05-01,0,0
1.4.1,2021-06-01,0,0
1.4.1,2021-07-01,0,0
1.4.1,2021-08-01,0,0
1.4.1,2021-09-01,0,0
1.4.1,2021-10-01,0,0
1.4.1,2021-11-01,0,0
1.4.1,2021-12-01,0,0
1.4.1,2022-01-01,0,0
1.4.1,2022-02-01,0,0
1.4.1,2022-03-01,0,0
1.4.1,2022-04-01,0,0
1.4.1,2022-05-01,0,0
1.4.1,2022-06-01,0,0
1.4.1,2022-07-01,0,0
1.4.2,2012-01-01,366,32045
1.4.2,2012-02-01,299,32045
1.4.2,2012-03-01,361,32045
1.4.2,2012-04-01,322,32045
1.4.2,2012-05-01,343,32045
1.4.2,2012-06-01,309,32045
1.4.2,2012-07-01,319,32045
1.4.2,2012-08-01,306,32045
1.4.2,2012-09-01,303,32045
1.4.2,2012-10-01,313,32045
1.4.2,2012-11-01,269,32045
1.4.2,2012-12-01,282,32045
1.4.2,2013-01-01,297,32045
1.4.2,2013-02-01,274,32045
1.4.2,2013-03-01,260,32045
1.4.2,2013-04-01,300,32045
1.4.2,2013-05-01,315,32045
1.4.2,2013-06-01,295,32045
1.4.2,2013-07-01,325,32045
1.4.2,2013-08-01,327,32045
1.4.2,2013-09-01,252,32045
1.4.2,2013-10-01,271,32045
1.4.2,2013-11-01,253,32045
1.4.2,2013-12-01,261,32045
1.4.2,2014-01-01,296,32045
1.4.2,2014-02-01,255,32045
1.4.2,2014-03-01,300,32045
1.4.2,2014-04-01,274,32045
1.4.2,2014-05-01,271,32045
1.4.2,2014-06-01,250,32045
1.4.2,2014-07-01,284,32045
1.4.2,2014-08-01,278,32045
1.4.2,2014-09-01,296,32045
1.4.2,2014-10-01,268,32045
1.4.2,2014-11-01,259,32045
1.4.2,2014-12-01,246,32045
1.4.2,2015-01-01,244,32045
1.4.2,2015-02-01,254,32045
1.4.2,2015-03-01,246,32045
1.4.2,2015-04-01,305,32045
1.4.2,2015-05-01,228,32045
1.4.2,2015-06-01,282,32045
1.4.2,2015-07-01,324,32045
1.4.2,2015-08-01,277,32045
1.4.2,2015-09-01,246,32045
1.4.2,2015-10-01,263,32045
1.4.2,2015-11-01,253,32045
1.4.2,2015-12-01,239,32045
1.4.2,2016-01-01,249,32045
1.4.2,2016-02-01,237,32045
1.4.2,2016-03-01,199,32045
1.4.2,2016-04-01,235,32045
1.4.2,2016-05-01,281,32045
1.4.2,2016-06-01,252,32045
1.4.2,2016-07-01,282,32045
1.4.2,2016-08-01,295,32045
1.4.2,2016-09-01,297,32045
1.4.2,2016-10-01,226,32045
1.4.2,2016-11-01,257,32045
1.4.2,2016-12-01,250,32045
1.4.2,2017-01-01,238,32045
1.4.2,2017-02-01,197,32045
1.4.2,2017-03-01,243,32045
1.4.2,2017-04-01,219,32045
1.4.2,2017-05-01,272,32045
1.4.2,2017-06-01,289,32045
1.4.2,2017-07-01,268,32045
1.4.2,2017-08-01,280,32045
1.4.2,2017-09-01,227,32045
1.4.2,2017-10-01,255,32045
1.4.2,2017-11-01,234,32045
1.4.2,2017-12-01,225,32045
1.4.2,2018-01-01,231,32045
1.4.2,2018-02-01,216,32045
1.4.2,2018-03-01,216,32045
1.4.2,2018-04-01,233,32045
1.4.2,2018-05-01,262,32045
1.4.2,2018-06-01,245,32045
1.4.2,2018-07-01,244,32045
1.4.2,2018-08-01,225,32045
1.4.2,2018-09-01,211,32045
1.4.2,2018-10-01,223,32045
1.4.2,2018-11-01,198,32045
1.4.2,2018-12-01,215,32045
1.4.2,2019-01-01,193,32045
1.4.2,2019-02-01,197,32045
1.4.2,2019-03-01,189,32045
1.4.2,2019-04-01,216,32045
1.4.2,2019-05-01,231,32045
1.4.2,2019-06-01,228,32045
1.4.2,2019-07-01,272,32045
1.4.2,2019-08-01,191,32045
1.4.2,2019-09-01,236,32045
1.4.2,2019-10-01,234,32045
1.4.2,2019-11-01,192,32045
1.4.2,2019-12-01,225,32045
1.4.2,2020-01-01,232,32045
1.4.2,2020-02-01,186,32045
1.4.2,2020-03-01,196,32045
1.4.2,2020-04-01,226,32045
1.4.2,2020-05-01,250,32045
1.4.2,2020-06-01,278,32045
1.4.2,2020-07-01,223,32045
1.4.2,2020-08-01,255,32045
1.4.2,2020-09-01,234,32045
1.4.2,2020-10-01,199,32045
1.4.2,2020-11-01,197,32045
1.4.2,2020-12-01,208,32045
1.4.2,2021-01-01,212,32045
1.4.2,2021-02-01,159,32045
1.4.2,2021-03-01,178,32045
1.4.2,2021-04-01,200,32045
1.4.2,2021-05-01,259,32045
1.4.2,2021-06-01,252,32045
1.4.2,2021-07-01,204,32045
1.4.2,2021-08-01,246,32045
1.4.2,2021-09-01,271,32045
1.4.2,2021-10-01,228,32045
1.4.2,2021-11-01,220,32045
1.4.2,2021-12-01,240,32045
1.4.2,2022-01-01,257,32045
1.4.2,2022-02-01,205,32045
1.4.2,2022-03-01,234,32045
1.4.2,2022-04-01,257,32045
1.4.2,2022-05-01,246,32045
1.4.2,2022-06-01,223,32045
1.4.2,2022-07-01,280,32045
1.4.3,2012-01-01,484,41784
1.4.3,2012-02-01,445,41784
1.4.3,2012-03-01,489,41784
1.4.3,2012-04-01,559,41784
1.4.3,2012-05-01,500,41784
1.4.3,2012-06-01,505,41784
1.4.3,2012-07-01,414,41784
1.4.3,2012-08-01,422,41784
1.4.3,2012-09-01,475,41784
1.4.3,2012-10-01,425,41784
1.4.3,2012-11-01,407,41784
1.4.3,2012-12-01,417,41784
1.4.3,2013-01-01,402,41784
1.4.3,2013-02-01,357,41784
1.4.3,2013-03-01,363,41784
1.4.3,2013-04-01,424,41784
1.4.3,2013-05-01,427,41784
1.4.3,2013-06-01,390,41784
1.4.3,2013-07-01,358,41784
1.4.3,2013-08-01,415,41784
1.4.3,2013-09-01,398,41784
1.4.3,2013-10-01,400,41784
1.4.3,2013-11-01,405,41784
1.4.3,2013-12-01,348,41784
1.4.3,2014-01-01,368,41784
1.4.3,2014-02-01,312,41784
1.4.3,2014-03-01,436,41784
1.4.3,2014-04-01,415,41784
1.4.3,2014-05-01,370,41784
1.4.3,2014-06-01,389,41784
1.4.3,2014-07-01,311,41784
1.4.3,2014-08-01,344,41784
1.4.3,2014-09-01,343,41784
1.4.3,2014-10-01,347,41784
1.4.3,2014-11-01,303,41784
1.4.3,2014-12-01,301,41784
1.4.3,2015-01-01,341,41784
1.4.3,2015-02-01,283,41784
1.4.3,2015-03-01,359,41784
1.4.3,2015-04-01,380,41784
1.4.3,2015-05-01,347,41784
1.4.3,2015-06-01,288,41784
1.4.3,2015-07-01,316,41784
1.4.3,2015-08-01,321,41784
1.4.3,2015-09-01,271,41784
1.4.3,2015-10-01,349,41784
1.4.3,2015-11-01,307,41784
1.4.3,2015-12-01,347,41784
1.4.3,2016-01-01,304,41784
1.4.3,2016-02-01,288,41784
1.4.3,2016-03-01,281,41784
1.4.3,2016-04-01,323,41784
1.4.3,2016-05-01,368,41784
1.4.3,2016-06-01,334,41784
1.4.3,2016-07-01,302,41784
1.4.3,2016-08-01,293,41784
1.4.3,2016-09-01,347,41784
1.4.3,2016-10-01,309,41784
1.4.3,2016-11-01,261,41784
1.4.3,2016-12-01,282,41784
1.4.3,2017-01-01,285,41784
1.4.3,2017-02-01,288,41784
1.4.3,2017-03-01,335,41784
1.4.3,2017-04-01,372,41784
1.4.3,2017-05-01,406,41784
1.4.3,2017-06-01,329,41784
1.4.3,2017-07-01,322,41784
1.4.3,2017-08-01,299,41784
1.4.3,2017-09-01,294,41784
1.4.3,2017-10-01,306,41784
1.4.3,2017-11-01,265,41784
1.4.3,2017-12-01,273,41784
1.4.3,2018-01-01,272,41784
1.4.3,2018-02-01,242,41784
1.4.3,2018-03-01,237,41784
1.4.3,2018-04-01,339,41784
1.4.3,2018-05-01,313,41784
1.4.3,2018-06-01,339,41784
1.4.3,2018-07-01,316,41784
1.4.3,2018-08-01,252,41784
1.4.3,2018-09-01,300,41784
1.4.3,2018-10-01,356,41784
1.4.3,2018-11-01,306,41784
1.4.3,2018-12-01,336,41784
1.4.3,2019-01-01,307,41784
1.4.3,2019-02-01,242,41784
1.4.3,2019-03-01,322,41784
1.4.3,2019-04-01,314,41784
1.4.3,2019-05-01,326,41784
1.4.3,2019-06-01,393,41784
1.4.3,2019-07-01,315,41784
